Linux 5.4.0-39-lowlatency (jelly) 	06/27/2020 	_x86_64_	(8 CPU)

06:14:44 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:14:59 AM       0      2.02      0.00      1.01      0.00      0.00     96.97
06:14:59 AM       1      0.00      0.00      1.01      0.00      0.00     98.99
06:14:59 AM       2      1.02      0.00      0.00      0.00      0.00     98.98
06:14:59 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:14:59 AM       4      0.00      0.00      2.00      0.00      0.00     98.00
06:14:59 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:14:59 AM       6      1.01      0.00      0.00      0.00      0.00     98.99
06:14:59 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:14:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:00 AM     all      0.63      0.00      0.13      0.00      0.00     99.25
06:15:00 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
06:15:00 AM       1      0.99      0.00      0.99      0.00      0.00     98.02
06:15:00 AM       2      1.01      0.00      0.00      0.00      0.00     98.99
06:15:00 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:15:00 AM       4      1.00      0.00      0.00      0.00      0.00     99.00
06:15:00 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:00 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:00 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:15:00 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:01 AM     all      1.01      0.00      0.38      0.00      0.00     98.62
06:15:01 AM       0      2.02      0.00      0.00      0.00      0.00     97.98
06:15:01 AM       1      1.01      0.00      0.00      0.00      0.00     98.99
06:15:01 AM       2      0.99      0.00      0.99      0.00      0.00     98.02
06:15:01 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
06:15:01 AM       4      1.00      0.00      1.00      0.00      0.00     98.00
06:15:01 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
06:15:01 AM       6      1.00      0.00      1.00      0.00      0.00     98.00
06:15:01 AM       7      0.00      0.00      0.00      0.00      0.00    100.00

06:15:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:02 AM     all      0.38      0.00      0.38      0.13      0.00     99.12
06:15:02 AM       0      0.00      0.00      1.00      1.00      0.00     98.00
06:15:02 AM       1      1.00      0.00      1.00      0.00      0.00     98.00
06:15:02 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
06:15:02 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:15:02 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:15:02 AM       5      1.00      0.00      0.00      0.00      0.00     99.00
06:15:02 AM       6      1.00      0.00      0.00      0.00      0.00     99.00
06:15:02 AM       7      0.00      0.00      1.00      0.00      0.00     99.00

06:15:02 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:03 AM     all      0.38      0.00      0.25      0.25      0.00     99.12
06:15:03 AM       0      0.00      0.00      0.00      1.00      0.00     99.00
06:15:03 AM       1      0.99      0.00      0.99      0.00      0.00     98.02
06:15:03 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
06:15:03 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:15:03 AM       4      1.00      0.00      0.00      0.00      0.00     99.00
06:15:03 AM       5      0.99      0.00      0.99      0.00      0.00     98.02
06:15:03 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:03 AM       7      0.00      0.00      0.00      0.99      0.00     99.01

06:15:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:04 AM     all      0.75      0.00      0.13      0.00      0.00     99.12
06:15:04 AM       0      2.00      0.00      0.00      0.00      0.00     98.00
06:15:04 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
06:15:04 AM       2      2.00      0.00      0.00      0.00      0.00     98.00
06:15:04 AM       3      0.99      0.00      0.99      0.00      0.00     98.02
06:15:04 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:15:04 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:04 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:04 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:15:04 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:05 AM     all      0.50      0.00      0.25      0.00      0.00     99.25
06:15:05 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:15:05 AM       1      1.00      0.00      1.00      0.00      0.00     98.00
06:15:05 AM       2      1.01      0.00      0.00      0.00      0.00     98.99
06:15:05 AM       3      1.01      0.00      0.00      0.00      0.00     98.99
06:15:05 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:15:05 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:05 AM       6      0.99      0.00      0.99      0.00      0.00     98.02
06:15:05 AM       7      0.00      0.00      0.00      0.00      0.00    100.00

06:15:05 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:06 AM     all      0.50      0.00      0.13      0.00      0.00     99.37
06:15:06 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
06:15:06 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
06:15:06 AM       2      1.00      0.00      0.00      0.00      0.00     99.00
06:15:06 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
06:15:06 AM       4      0.00      0.00      1.00      0.00      0.00     99.00
06:15:06 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:06 AM       6      1.00      0.00      0.00      0.00      0.00     99.00
06:15:06 AM       7      0.00      0.00      0.00      0.00      0.00    100.00

06:15:06 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:07 AM     all      0.75      0.00      0.38      0.13      0.00     98.75
06:15:07 AM       0      1.00      0.00      0.00      0.00      0.00     99.00
06:15:07 AM       1      0.99      0.00      0.99      0.00      0.00     98.02
06:15:07 AM       2      1.00      0.00      1.00      0.00      0.00     98.00
06:15:07 AM       3      1.00      0.00      1.00      1.00      0.00     97.00
06:15:07 AM       4      0.99      0.00      0.00      0.00      0.00     99.01
06:15:07 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:07 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:07 AM       7      1.00      0.00      0.00      0.00      0.00     99.00

06:15:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:08 AM     all      0.50      0.00      0.13      0.00      0.00     99.37
06:15:08 AM       0      0.00      0.00      1.00      0.00      0.00     99.00
06:15:08 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
06:15:08 AM       2      1.00      0.00      0.00      0.00      0.00     99.00
06:15:08 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:15:08 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
06:15:08 AM       5      1.00      0.00      0.00      0.00      0.00     99.00
06:15:08 AM       6      1.98      0.00      0.00      0.00      0.00     98.02
06:15:08 AM       7      0.00      0.00      0.00      0.00      0.00    100.00

06:15:08 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:09 AM     all      0.38      0.00      0.25      0.00      0.00     99.37
06:15:09 AM       0      2.02      0.00      0.00      0.00      0.00     97.98
06:15:09 AM       1      0.00      0.00      0.99      0.00      0.00     99.01
06:15:09 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
06:15:09 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:15:09 AM       4      0.00      0.00      1.00      0.00      0.00     99.00
06:15:09 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:15:09 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:09 AM       7      1.00      0.00      0.00      0.00      0.00     99.00

06:15:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:10 AM     all      1.01      0.00      0.00      0.00      0.00     98.99
06:15:10 AM       0      1.01      0.00      0.00      0.00      0.00     98.99
06:15:10 AM       1      1.01      0.00      0.00      0.00      0.00     98.99
06:15:10 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
06:15:10 AM       3      1.00      0.00      0.00      0.00      0.00     99.00
06:15:10 AM       4      1.01      0.00      0.00      0.00      0.00     98.99
06:15:10 AM       5      3.00      0.00      0.00      0.00      0.00     97.00
06:15:10 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:15:10 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:15:10 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:11 AM     all      3.66      0.00      3.40      0.00      0.00     92.94
06:15:11 AM       0      4.04      0.00      2.02      0.00      0.00     93.94
06:15:11 AM       1      2.02      0.00      6.06      0.00      0.00     91.92
06:15:11 AM       2      3.92      0.00      2.94      0.00      0.00     93.14
06:15:11 AM       3      7.14      0.00      6.12      0.00      0.00     86.73
06:15:11 AM       4      3.06      0.00      0.00      0.00      0.00     96.94
06:15:11 AM       5      5.05      0.00      1.01      0.00      0.00     93.94
06:15:11 AM       6      1.02      0.00      4.08      0.00      0.00     94.90
06:15:11 AM       7      3.00      0.00      5.00      0.00      0.00     92.00

06:15:11 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:12 AM     all      4.69      0.00      4.44      0.00      0.00     90.87
06:15:12 AM       0      8.16      0.00      7.14      0.00      0.00     84.69
06:15:12 AM       1      3.03      0.00      5.05      0.00      0.00     91.92
06:15:12 AM       2      2.06      0.00      1.03      0.00      0.00     96.91
06:15:12 AM       3      3.00      0.00      1.00      0.00      0.00     96.00
06:15:12 AM       4      2.00      0.00      1.00      0.00      0.00     97.00
06:15:12 AM       5      4.00      0.00      2.00      0.00      0.00     94.00
06:15:12 AM       6      2.11      0.00      5.26      0.00      0.00     92.63
06:15:12 AM       7     13.00      0.00     13.00      0.00      0.00     74.00

06:15:12 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:13 AM     all      4.56      0.00      3.92      0.13      0.00     91.39
06:15:13 AM       0      1.01      0.00      1.01      0.00      0.00     97.98
06:15:13 AM       1      6.12      0.00      5.10      1.02      0.00     87.76
06:15:13 AM       2      5.00      0.00      3.00      0.00      0.00     92.00
06:15:13 AM       3      2.04      0.00      0.00      0.00      0.00     97.96
06:15:13 AM       4      7.07      0.00      5.05      0.00      0.00     87.88
06:15:13 AM       5      3.03      0.00      0.00      0.00      0.00     96.97
06:15:13 AM       6      1.02      0.00      6.12      0.00      0.00     92.86
06:15:13 AM       7     11.11      0.00     11.11      0.00      0.00     77.78

06:15:13 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:14 AM     all      4.44      0.00      4.18      0.00      0.00     91.38
06:15:14 AM       0      1.03      0.00      0.00      0.00      0.00     98.97
06:15:14 AM       1      3.06      0.00      1.02      0.00      0.00     95.92
06:15:14 AM       2      1.01      0.00      1.01      0.00      0.00     97.98
06:15:14 AM       3      5.00      0.00      1.00      0.00      0.00     94.00
06:15:14 AM       4      4.00      0.00      5.00      0.00      0.00     91.00
06:15:14 AM       5      9.09      0.00      7.07      0.00      0.00     83.84
06:15:14 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:14 AM       7     11.00      0.00     13.00      0.00      0.00     76.00

06:15:14 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:15 AM     all      4.56      0.00      3.93      0.00      0.00     91.51
06:15:15 AM       0      3.06      0.00      3.06      0.00      0.00     93.88
06:15:15 AM       1      2.00      0.00      1.00      0.00      0.00     97.00
06:15:15 AM       2      6.12      0.00      2.04      0.00      0.00     91.84
06:15:15 AM       3      2.02      0.00      1.01      0.00      0.00     96.97
06:15:15 AM       4      4.00      0.00      0.00      0.00      0.00     96.00
06:15:15 AM       5      2.02      0.00      0.00      0.00      0.00     97.98
06:15:15 AM       6      0.00      0.00      6.19      0.00      0.00     93.81
06:15:15 AM       7     17.35      0.00     18.37      0.00      0.00     64.29

06:15:15 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:16 AM     all      4.57      0.00      4.06      0.00      0.00     91.37
06:15:16 AM       0      7.07      0.00      7.07      0.00      0.00     85.86
06:15:16 AM       1      3.06      0.00      4.08      0.00      0.00     92.86
06:15:16 AM       2      5.10      0.00      3.06      0.00      0.00     91.84
06:15:16 AM       3      4.04      0.00      0.00      0.00      0.00     95.96
06:15:16 AM       4      4.00      0.00      1.00      0.00      0.00     95.00
06:15:16 AM       5      1.00      0.00      1.00      0.00      0.00     98.00
06:15:16 AM       6      2.06      0.00      6.19      0.00      0.00     91.75
06:15:16 AM       7     10.31      0.00     10.31      0.00      0.00     79.38

06:15:16 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:17 AM     all      4.70      0.00      4.06      0.00      0.00     91.24
06:15:17 AM       0     12.24      0.00      8.16      0.00      0.00     79.59
06:15:17 AM       1      3.03      0.00      5.05      0.00      0.00     91.92
06:15:17 AM       2      5.05      0.00      4.04      0.00      0.00     90.91
06:15:17 AM       3      1.01      0.00      1.01      0.00      0.00     97.98
06:15:17 AM       4      4.12      0.00      0.00      0.00      0.00     95.88
06:15:17 AM       5      4.00      0.00      1.00      0.00      0.00     95.00
06:15:17 AM       6      1.03      0.00      6.19      0.00      0.00     92.78
06:15:17 AM       7      7.07      0.00      7.07      0.00      0.00     85.86

06:15:17 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:18 AM     all      4.45      0.00      3.94      0.25      0.00     91.35
06:15:18 AM       0      6.06      0.00      8.08      1.01      0.00     84.85
06:15:18 AM       1      1.02      0.00      1.02      0.00      0.00     97.96
06:15:18 AM       2      5.05      0.00      4.04      1.01      0.00     89.90
06:15:18 AM       3      1.02      0.00      0.00      0.00      0.00     98.98
06:15:18 AM       4      6.12      0.00      4.08      0.00      0.00     89.80
06:15:18 AM       5      9.09      0.00      8.08      0.00      0.00     82.83
06:15:18 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:18 AM       7      6.06      0.00      1.01      0.00      0.00     92.93

06:15:18 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:19 AM     all      4.90      0.00      3.89      0.00      0.00     91.21
06:15:19 AM       0      7.14      0.00      6.12      0.00      0.00     86.73
06:15:19 AM       1      3.00      0.00      3.00      0.00      0.00     94.00
06:15:19 AM       2     15.00      0.00     14.00      0.00      0.00     71.00
06:15:19 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
06:15:19 AM       4      5.00      0.00      1.00      0.00      0.00     94.00
06:15:19 AM       5      2.00      0.00      0.00      0.00      0.00     98.00
06:15:19 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:19 AM       7      3.96      0.00      0.99      0.00      0.00     95.05

06:15:19 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:20 AM     all      4.57      0.00      3.94      0.00      0.00     91.49
06:15:20 AM       0      7.07      0.00      3.03      0.00      0.00     89.90
06:15:20 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
06:15:20 AM       2      9.18      0.00     10.20      0.00      0.00     80.61
06:15:20 AM       3      8.08      0.00      7.07      0.00      0.00     84.85
06:15:20 AM       4      7.00      0.00      3.00      0.00      0.00     90.00
06:15:20 AM       5      2.06      0.00      1.03      0.00      0.00     96.91
06:15:20 AM       6      0.00      0.00      6.25      0.00      0.00     93.75
06:15:20 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:15:20 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:21 AM     all      5.04      0.00      4.16      0.00      0.00     90.79
06:15:21 AM       0      2.02      0.00      1.01      0.00      0.00     96.97
06:15:21 AM       1      3.00      0.00      2.00      0.00      0.00     95.00
06:15:21 AM       2      2.02      0.00      0.00      0.00      0.00     97.98
06:15:21 AM       3     10.00      0.00      7.00      0.00      0.00     83.00
06:15:21 AM       4      8.08      0.00      5.05      0.00      0.00     86.87
06:15:21 AM       5      5.05      0.00      3.03      0.00      0.00     91.92
06:15:21 AM       6      1.02      0.00      5.10      0.00      0.00     93.88
06:15:21 AM       7      9.09      0.00     10.10      0.00      0.00     80.81

06:15:21 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:22 AM     all      4.55      0.00      4.30      0.00      0.00     91.15
06:15:22 AM       0      7.07      0.00      6.06      0.00      0.00     86.87
06:15:22 AM       1      4.04      0.00      4.04      0.00      0.00     91.92
06:15:22 AM       2      6.06      0.00      8.08      0.00      0.00     85.86
06:15:22 AM       3      1.01      0.00      1.01      0.00      0.00     97.98
06:15:22 AM       4      4.04      0.00      1.01      0.00      0.00     94.95
06:15:22 AM       5      2.00      0.00      0.00      0.00      0.00     98.00
06:15:22 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:22 AM       7     11.00      0.00      9.00      0.00      0.00     80.00

06:15:22 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:23 AM     all      4.20      0.00      4.08      0.00      0.00     91.72
06:15:23 AM       0      1.03      0.00      1.03      0.00      0.00     97.94
06:15:23 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
06:15:23 AM       2      7.00      0.00      6.00      0.00      0.00     87.00
06:15:23 AM       3      5.10      0.00      1.02      0.00      0.00     93.88
06:15:23 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
06:15:23 AM       5      1.02      0.00      0.00      0.00      0.00     98.98
06:15:23 AM       6      0.00      0.00      5.21      0.00      0.00     94.79
06:15:23 AM       7     15.31      0.00     17.35      0.00      0.00     67.35

06:15:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:24 AM     all      4.94      0.00      4.06      0.00      0.00     91.00
06:15:24 AM       0      2.04      0.00      2.04      0.00      0.00     95.92
06:15:24 AM       1      5.10      0.00      3.06      0.00      0.00     91.84
